79;Alface, lisa, crua;95;14;58;1,7;0,1;NA;2,4;2,3;0,8;28;9;0,33;26;0,6;4;349;0,03;0,3;NA;368;184;0,09;0,08;0,07;0,75;21,4
80;Alface, roxa, crua;95,7;13;53;0,9;0,2;NA;2,5;2;0,7;34;9;0,12;51;2,5;7;308;0,04;0,2;NA;312;156;Tr;Tr;Tr;Tr;13,5
81;Alfavaca, crua;90,2;29;122;2,7;0,5;NA;5,2;4,1;1,4;258;84;0,15;50;1,3;5;261;0,15;0,7;NA;;;Tr;0,12;0,56;Tr;Tr
82;Alho, cru;67,5;113;473;7;0,2;NA;23,9;4,3;1,3;14;21;0,24;149;0,8;5;535;0,15;0,8;NA;;;0,18;Tr;0,44;Tr;*
83;Alho-por´, cru;91;32;132;1,4;0,1;NA;6,9;2,5;0,6;34;11;0,1;36;0,6;2;224;0,29;0,2;NA;16;8;0,06;Tr;0,08;0,34;14,1
84;Almeir?o, cru;93,7;18;75;1,8;0,2;NA;3,3;2,6;1;19;21;0,17;40;0,7;2;369;0,1;0,3;NA;566;283;0,1;0,18;Tr;0,63;1,7
85;Almeir?o, refogado;86,5;65;272;1,7;4,8;NA;5,7;3,4;1,2;63;17;0,28;31;1,6;15;315;0,06;0,2;NA;;;0,03;0,06;0,05;4,03;1,5
86;Batata, baroa, cozida;79,3;80;335;0,9;0,2;NA;18,9;1,8;0,8;12;8;0,22;29;0,4;2;258;0,15;0,4;NA;;;0,06;Tr;Tr;1,98;17,1
87;Batata, baroa, crua;73,7;101;423;1;0,2;NA;24;2,1;1,1;17;12;0,07;45;0,3;Tr;505;0,05;0,2;NA;25;12;0,05;Tr;0,12;Tr;7,6
88;Batata, doce, cozida;80,4;77;321;0,6;0,1;NA;18,4;2,2;0,4;17;11;0,14;15;0,2;3;148;0,06;0,1;NA;;;0,08;Tr;0,05;2,57;23,8
89;Batata, doce, crua;69,5;118;495;1,3;0,1;NA;28,2;2,6;0,9;21;17;0,18;36;0,4;9;340;0,11;0,2;NA;;;0,06;Tr;0,1;Tr;16,5
90;Batata, frita, tipo chips, industrializada;2,7;543;2271;5,6;36,6;NA;51,2;2,5;3,9;12;24;0,23;96;0,7;607;1014;0,12;0,6;NA;;;0,2;Tr;0,13;2,61;Tr
91;Batata, inglesa, cozida;86,4;52;216;1,2;Tr;NA;11,9;1,3;0,5;4;5;0,07;24;0,2;2;161;0,06;0,2;NA;;;0,05;Tr;0,08;Tr;3,8
92;Batata, inglesa, crua;82,9;64;269;1,8;Tr;NA;14,7;1,2;0,6;4;15;0,1;39;0,4;Tr;302;0,09;0,2;NA;;;0,1;Tr;0,15;Tr;31,1
93;Batata, inglesa, frita;44,1;267;1118;5;13,1;NA;35,6;8,1;2,2;6;14;0,15;70;0,4;2;489;0,1;0,4;NA;;;0,17;Tr;0,1;2,51;16,3
94;Batata, inglesa, saut?;83,1;68;284;1,3;0,9;NA;14,1;1,4;0,6;4;6;0,08;32;0,3;8;199;0,05;0,2;NA;;;0,07;Tr;0,09;1,38;Tr
95;Berinjela, cozida;94,4;19;79;0,7;0,1;NA;4,5;2,5;0,3;11;9;0,11;15;0,2;1;105;0,04;0,1;NA;;;0,04;Tr;Tr;Tr;Tr
96;Berinjela, crua;93,8;20;82;1,2;0,1;NA;4,4;2,9;0,4;9;13;0,1;20;0,2;Tr;205;0,06;0,1;NA;24;12;0,04;0,05;Tr;Tr;3
97;Beterraba, cozida;90,6;32;135;1,3;0,1;NA;7,2;1,9;0,8;15;17;0,19;30;0,2;23;245;0,04;0,4;NA;;;0,09;Tr;Tr;Tr;1,2
98;Beterraba, crua;86;49;204;1,9;0,1;NA;11,1;3,4;0,9;18;24;1,23;19;0,3;10;375;0,08;0,5;NA;;;0,04;Tr;0,04;Tr;3,1
99;Biscoito, polvilho doce;5,4;438;1831;1,3;12,2;9;80,5;1,2;0,5;30;6;0,08;23;1,8;98;54;0,04;0,1;Tr;;;Tr;0,03;0,07;Tr;Tr
100;Br´colis, cozido;92,6;25;103;2,1;0,5;NA;4,4;3,4;0,4;51;15;0,12;33;0,5;2;119;0,08;0,2;NA;;;0,04;0,03;Tr;Tr;42
101;Br´colis, cru;91,2;25;107;3,6;0,3;NA;4;2,9;0,8;86;30;0,26;78;0,6;3;322;0,06;0,5;NA;279;140;0,12;0,18;0,08;1,39;34,3
102;Carò, cozido;78,9;78;325;1,5;0,1;NA;18,9;2,6;0,6;5;15;0,02;28;0,3;1;203;0,11;0,2;NA;;;0,12;Tr;0,12;Tr;Tr
103;Carò, cru;73,7;96;400;2,3;0,1;NA;23;7,3;0,9;4;11;0,01;35;0,2;Tr;212;0,06;0,2;NA;;;0,11;Tr;0,02;Tr;8,8
104;Caruru, cru;87,6;34;142;3,2;0,6;NA;6;4,5;2,6;455;197;0,89;77;4,5;14;279;0,37;6;NA;1906;953;Tr;0,1;0,11;Tr;5,4
105;Catalonha, crua;91,8;24;100;1,9;0,3;NA;4,8;2;1,3;57;17;0,34;32;3,1;9;412;0,27;0,5;NA;;;Tr;0,03;0,36;1,54;7,3
106;Catalonha, refogada;87,4;63;265;2;4,8;NA;4,8;3,7;1;63;16;0,64;35;1,2;25;452;0,18;0,4;NA;850;425;0,04;Tr;0,03;0,6;Tr
107;Cebola, crua;88,9;39;165;1,7;0,1;NA;8,9;2,2;0,4;14;12;0,13;38;0,2;1;176;0,05;0,2;NA;;;0,04;Tr;0,14;Tr;4,7
108;Cebolinha, crua;93,9;20;82;1,9;0,4;NA;3,4;3,6;0,5;80;25;0,13;27;0,6;2;206;0,04;0,3;NA;134;67;0,03;0,04;0,08;Tr;31,8
109;Cenoura, cozida;91,7;30;125;0,8;0,2;NA;6,7;2,6;0,6;26;14;0,05;27;0,1;8;176;0,02;0,2;NA;612;306;0,07;Tr;0,06;2,68;Tr
110;Cenoura, crua;90,1;34;143;1,3;0,2;NA;7,7;3,2;0,9;23;11;0,05;28;0,2;3;315;0,05;0,2;NA;1326;663;Tr;Tr;0,05;Tr;5,1
111;Chic´ria, crua;95,1;14;58;1,1;0,1;NA;2,9;2,2;0,8;45;14;0,13;13;0,5;14;425;0,04;0,1;NA;;;0,03;0,1;Tr;0,68;6,5
112;Chuchu, cozido;94,6;19;78;0,4;Tr;NA;4,8;1;0,2;8;7;0,07;13;0,1;2;54;Tr;0,1;NA;;;0,03;Tr;Tr;Tr;5,6
113;Chuchu, cru;94,8;17;71;0,7;0,1;NA;4,1;1,3;0,3;12;7;0,08;18;0,2;Tr;126;0,03;0,1;NA;;;Tr;Tr;Tr;Tr;10,6
114;Coentro, folhas desidratadas;10,6;309;1293;20,9;10,4;NA;48;37,3;10,2;784;393;10,48;388;81,4;18;3223;4,09;4,7;NA;;;0,1;0,11;0,09;Tr;40,8
115;Couve, manteiga, crua;90,9;27;113;2,9;0,5;NA;4,3;3,1;1,3;131;35;1,02;49;0,5;6;403;0,06;0,4;NA;496;248;0,2;0,31;0,06;2,29;96,7
116;Couve, manteiga, refogada ;81,5;90;378;1,7;6,6;NA;8,7;5,7;1,5;177;26;0,12;33;0,5;11;315;0,02;0,2;NA;384;192;Tr;0,05;0,07;Tr;76,9
117;Couve-flor, crua;92,8;23;94;1,9;0,2;NA;4,5;2,4;0,6;18;12;0,16;57;0,5;3;256;0,03;0,3;NA;2;1;0,03;0,09;0,1;Tr;36,1
118;Couve-flor, cozida;94,3;19;80;1,2;0,3;NA;3,9;2,1;0,3;16;5;0,1;25;0,1;2;80;Tr;0,3;NA;;;0,04;Tr;Tr;Tr;23,7
119;Espinafre, Nova Zel?ndia, cru;94;16;67;2;0,2;NA;2,6;2,1;1,2;98;82;0,71;25;0,4;17;336;0,06;0,3;NA;484;242;0,1;0,21;0,06;Tr;2,4
120;Espinafre, Nova Zel?ndia, refogado;86,6;67;281;2,7;5,4;NA;4,2;2,5;1;112;123;0,61;34;0,6;47;149;0,04;0,6;NA;624;312;0,08;0,13;0,13;Tr;5,3
121;Farinha, de mandioca, crua;9,4;361;1510;1,6;0,3;NA;87,9;6,4;0,9;65;37;Tr;42;1,1;1;340;0,08;0,4;NA;;;0,14;Tr;0,04;Tr;Tr
122;Farinha, de mandioca, torrada;8,3;365;1528;1,2;0,3;NA;89,2;6,5;1;76;40;0,37;39;1,2;10;328;Tr;0,4;NA;;;Tr;Tr;0,81;Tr;Tr
123;Farinha, de puba;9,8;360;1507;1,6;0,5;NA;87,3;4,2;0,8;41;27;0,16;33;1,4;4;338;0,07;0,3;NA;;;0,09;Tr;Tr;Tr;Tr
124;F?cula, de mandioca;17,8;331;1384;0,5;0,3;NA;81,1;0,6;0,3;12;3;Tr;60;0,1;2;48;Tr;Tr;NA;;;0,03;Tr;Tr;Tr;Tr
125;Feij?o, broto, cru;87,5;39;162;4,2;0,1;NA;7,8;2;0,5;14;25;0,19;75;0,8;2;189;0,17;0,6;NA;;;Tr;0,04;0,15;Tr;12
126;Inhame, cru;73,3;97;405;2,1;0,2;NA;23,2;1,7;1,2;12;29;0,15;65;0,4;Tr;568;0,17;0,3;NA;;;0,08;Tr;0,11;Tr;5,6
127;Jil´, cru;91,6;27;114;1,4;0,2;NA;6,2;4,8;0,6;20;21;0,14;29;0,3;Tr;213;0,07;0,1;NA;13;6;0,07;0,04;Tr;Tr;6,8
128;Jurubeba, crua;66,6;126;526;4,4;3,9;NA;23,1;23,9;2;151;65;0,52;155;0,9;1;619;1,16;0,6;NA;;;0,13;0,02;0,2;Tr;13,8
129;Mandioca, cozida;68,7;125;524;0,6;0,3;NA;30,1;1,6;0,4;19;27;0,06;22;0,1;1;100;0,01;0,2;NA;;;0,06;Tr;0,03;Tr;11,1
130;Mandioca, crua;61,8;151;634;1,1;0,3;NA;36,2;1,9;0,6;15;44;0,05;29;0,3;2;208;0,07;0,2;NA;;;Tr;Tr;0,04;Tr;16,5
131;Mandioca, farofa, temperada;6,4;406;1697;2,1;9,1;NA;80,3;7,8;2,1;66;34;0,29;45;1,4;575;201;Tr;0,2;NA;;;0,1;Tr;0,15;Tr;Tr
